word,korean_meaning,level,korean_example,english_translation,image_file,tts_word_en,tts_meaning_ko,tts_example_en,tts_example_ko,category,difficulty
demon,악마,,영화 속 악마는 사람들을 무섭게 했습니다.,The demon in the movie scared people.,demon.png,demon_word_en.mp3,demon_meaning_ko.mp3,demon_example_en.mp3,demon_example_ko.mp3,고급,4
denial,부정,,그는 자신의 실수에 대한 부정을 멈추고 사과했습니다.,He stopped his denial of his mistake and apologized.,denial.png,denial_word_en.mp3,denial_meaning_ko.mp3,denial_example_en.mp3,denial_example_ko.mp3,고급,4
denounce,비난하다,,시민들은 부패한 정치인을 공개적으로 비난했습니다.,The citizens publicly denounced the corrupt politician.,denounce.png,denounce_word_en.mp3,denounce_meaning_ko.mp3,denounce_example_en.mp3,denounce_example_ko.mp3,고급,4
dense,빽빽한,,이 숲은 나무가 빽빽해서 걷기 어렵습니다.,"This forest is dense with trees, so it is hard to walk through.",dense.png,dense_word_en.mp3,dense_meaning_ko.mp3,dense_example_en.mp3,dense_example_ko.mp3,고급,4
density,밀도,,도시의 인구 밀도가 점점 높아지고 있습니다.,The population density of the city is gradually increasing.,density.png,density_word_en.mp3,density_meaning_ko.mp3,density_example_en.mp3,density_example_ko.mp3,고급,4
dependence,의존,,그는 스마트폰에 대한 의존을 줄이려고 노력합니다.,He is trying to reduce his dependence on his smartphone.,dependence.png,dependence_word_en.mp3,dependence_meaning_ko.mp3,dependence_example_en.mp3,dependence_example_ko.mp3,고급,4
depict,묘사하다,,그 그림은 시골 마을의 평화로운 모습을 묘사합니다.,The painting depicts the peaceful appearance of a rural village.,depict.png,depict_word_en.mp3,depict_meaning_ko.mp3,depict_example_en.mp3,depict_example_ko.mp3,고급,4
deploy,배치하다,,정부는 재난 지역에 구조대를 배치했습니다.,The government deployed rescue teams to the disaster area.,deploy.png,deploy_word_en.mp3,deploy_meaning_ko.mp3,deploy_example_en.mp3,deploy_example_ko.mp3,고급,4
deployment,배치,,군대의 배치는 아침 일찍 시작되었습니다.,The deployment of the troops began early in the morning.,deployment.png,deployment_word_en.mp3,deployment_meaning_ko.mp3,deployment_example_en.mp3,deployment_example_ko.mp3,고급,4
deprive,빼앗다,,전쟁은 많은 아이들에게 교육의 기회를 빼앗았습니다.,The war deprived many children of the opportunity for education.,deprive.png,deprive_word_en.mp3,deprive_meaning_ko.mp3,deprive_example_en.mp3,deprive_example_ko.mp3,고급,4
deputy,대리인,,사장이 없을 때 대리인이 회의를 진행했습니다.,"When the president was absent, the deputy led the meeting.",deputy.png,deputy_word_en.mp3,deputy_meaning_ko.mp3,deputy_example_en.mp3,deputy_example_ko.mp3,고급,4
descend,내려가다,,비행기는 천천히 공항으로 내려갔습니다.,The airplane slowly descended toward the airport.,descend.png,descend_word_en.mp3,descend_meaning_ko.mp3,descend_example_en.mp3,descend_example_ko.mp3,고급,4
descent,하강,,산에서의 하강은 올라갈 때보다 더 위험했습니다.,The descent from the mountain was more dangerous than the climb.,descent.png,descent_word_en.mp3,descent_meaning_ko.mp3,descent_example_en.mp3,descent_example_ko.mp3,고급,4
designate,지명하다,,학교는 민수를 반 대표로 지명했습니다.,The school designated Minsu as the class representative.,designate.png,designate_word_en.mp3,designate_meaning_ko.mp3,designate_example_en.mp3,designate_example_ko.mp3,고급,4
desirable,바람직한,,문제를 대화로 해결하는 것이 바람직한 방법입니다.,Solving problems through conversation is a desirable method.,desirable.png,desirable_word_en.mp3,desirable_meaning_ko.mp3,desirable_example_en.mp3,desirable_example_ko.mp3,고급,4
desktop,데스크톱 컴퓨터,,저는 집에서 데스크톱 컴퓨터로 숙제를 합니다.,I do my homework on a desktop computer at home.,desktop.png,desktop_word_en.mp3,desktop_meaning_ko.mp3,desktop_example_en.mp3,desktop_example_ko.mp3,고급,4
destructive,파괴적인,,강한 지진은 매우 파괴적인 피해를 남겼습니다.,The strong earthquake left very destructive damage.,destructive.png,destructive_word_en.mp3,destructive_meaning_ko.mp3,destructive_example_en.mp3,destructive_example_ko.mp3,고급,4
detain,구금하다,,경찰은 조사를 위해 그 남자를 구금했습니다.,The police detained the man for questioning.,detain.png,detain_word_en.mp3,detain_meaning_ko.mp3,detain_example_en.mp3,detain_example_ko.mp3,고급,4
detection,탐지,,이 기계는 연기 탐지에 사용된다.,This machine is used for smoke detection.,detection.png,detection_word_en.mp3,detection_meaning_ko.mp3,detection_example_en.mp3,detection_example_ko.mp3,고급,4
detention,구금,,그는 재판 전까지 구금 상태에 있었다.,He was in detention until the trial.,detention.png,detention_word_en.mp3,detention_meaning_ko.mp3,detention_example_en.mp3,detention_example_ko.mp3,고급,4
deteriorate,악화되다,,비가 계속 와서 도로 상태가 악화되었다.,The road condition deteriorated because it kept raining.,deteriorate.png,deteriorate_word_en.mp3,deteriorate_meaning_ko.mp3,deteriorate_example_en.mp3,deteriorate_example_ko.mp3,고급,4
devastate,황폐하게 만들다,,큰 지진이 도시를 황폐하게 만들었다.,A major earthquake devastated the city.,devastate.png,devastate_word_en.mp3,devastate_meaning_ko.mp3,devastate_example_en.mp3,devastate_example_ko.mp3,고급,4
devil,악마,,그 영화에는 무서운 악마가 나온다.,A scary devil appears in that movie.,devil.png,devil_word_en.mp3,devil_meaning_ko.mp3,devil_example_en.mp3,devil_example_ko.mp3,고급,4
devise,고안하다,,우리는 문제를 해결할 새로운 방법을 고안했다.,We devised a new way to solve the problem.,devise.png,devise_word_en.mp3,devise_meaning_ko.mp3,devise_example_en.mp3,devise_example_ko.mp3,고급,4
diagnose,진단하다,,의사는 그 환자를 독감으로 진단했다.,The doctor diagnosed the patient with the flu.,diagnose.png,diagnose_word_en.mp3,diagnose_meaning_ko.mp3,diagnose_example_en.mp3,diagnose_example_ko.mp3,고급,4
diagnosis,진단,,정확한 진단을 위해 검사가 필요하다.,Tests are needed for an accurate diagnosis.,diagnosis.png,diagnosis_word_en.mp3,diagnosis_meaning_ko.mp3,diagnosis_example_en.mp3,diagnosis_example_ko.mp3,고급,4
dictate,명령하다,,상사는 직원들에게 즉시 일을 시작하라고 명령했다.,The boss dictated that the employees start work immediately.,dictate.png,dictate_word_en.mp3,dictate_meaning_ko.mp3,dictate_example_en.mp3,dictate_example_ko.mp3,고급,4
dictator,독재자,,그 독재자는 국민의 자유를 빼앗았다.,The dictator took away the people's freedom.,dictator.png,dictator_word_en.mp3,dictator_meaning_ko.mp3,dictator_example_en.mp3,dictator_example_ko.mp3,고급,4
differentiate,구별하다,,아이들은 비슷한 두 그림을 구별했다.,The children differentiated between the two similar pictures.,differentiate.png,differentiate_word_en.mp3,differentiate_meaning_ko.mp3,differentiate_example_en.mp3,differentiate_example_ko.mp3,고급,4
dignity,존엄,,모든 사람은 존엄을 존중받아야 한다.,Everyone's dignity should be respected.,dignity.png,dignity_word_en.mp3,dignity_meaning_ko.mp3,dignity_example_en.mp3,dignity_example_ko.mp3,고급,4
dilemma,딜레마,,나는 돈을 아낄지 여행을 갈지 딜레마에 빠졌다.,I was in a dilemma about whether to save money or go on a trip.,dilemma.png,dilemma_word_en.mp3,dilemma_meaning_ko.mp3,dilemma_example_en.mp3,dilemma_example_ko.mp3,고급,4
dimension,차원,,그 문제는 새로운 차원에서 생각해야 한다.,That problem must be considered from a new dimension.,dimension.png,dimension_word_en.mp3,dimension_meaning_ko.mp3,dimension_example_en.mp3,dimension_example_ko.mp3,고급,4
diminish,줄어들다,,시간이 지나면서 그의 불안감이 줄어들었다.,His anxiety diminished as time passed.,diminish.png,diminish_word_en.mp3,diminish_meaning_ko.mp3,diminish_example_en.mp3,diminish_example_ko.mp3,고급,4
dip,담그다,,그녀는 빵을 수프에 살짝 담갔다.,She dipped the bread lightly in the soup.,dip.png,dip_word_en.mp3,dip_meaning_ko.mp3,dip_example_en.mp3,dip_example_ko.mp3,고급,4
diplomat,외교관,,그 외교관은 두 나라의 회의에 참석했다.,The diplomat attended a meeting between the two countries.,diplomat.png,diplomat_word_en.mp3,diplomat_meaning_ko.mp3,diplomat_example_en.mp3,diplomat_example_ko.mp3,고급,4
diplomatic,외교의,,두 나라는 외교의 문제를 평화롭게 해결했다.,The two countries peacefully resolved the diplomatic issue.,diplomatic.png,diplomatic_word_en.mp3,diplomatic_meaning_ko.mp3,diplomatic_example_en.mp3,diplomatic_example_ko.mp3,고급,4
directory,전화번호부,,나는 전화번호부에서 병원 번호를 찾았다.,I found the hospital's number in the directory.,directory.png,directory_word_en.mp3,directory_meaning_ko.mp3,directory_example_en.mp3,directory_example_ko.mp3,고급,4
disastrous,재앙적인,,그 결정은 회사에 재앙적인 결과를 가져왔다.,That decision brought disastrous results to the company.,disastrous.png,disastrous_word_en.mp3,disastrous_meaning_ko.mp3,disastrous_example_en.mp3,disastrous_example_ko.mp3,고급,4
discard,버리다,,나는 오래된 영수증을 버렸다.,I discarded the old receipt.,discard.png,discard_word_en.mp3,discard_meaning_ko.mp3,discard_example_en.mp3,discard_example_ko.mp3,고급,4
discharge,배출,,공장의 폐수 배출이 강을 오염시켰다.,The discharge of wastewater from the factory polluted the river.,discharge.png,discharge_word_en.mp3,discharge_meaning_ko.mp3,discharge_example_en.mp3,discharge_example_ko.mp3,고급,4
disclose,밝히다,,회사는 사고의 원인을 공개적으로 밝혔다.,The company disclosed the cause of the accident publicly.,disclose.png,disclose_word_en.mp3,disclose_meaning_ko.mp3,disclose_example_en.mp3,disclose_example_ko.mp3,고급,4
disclosure,공개,,정부는 정보 공개를 약속했다.,The government promised disclosure of the information.,disclosure.png,disclosure_word_en.mp3,disclosure_meaning_ko.mp3,disclosure_example_en.mp3,disclosure_example_ko.mp3,고급,4
discourse,담론,,환경 보호에 대한 사회적 담론이 활발하다.,Social discourse about environmental protection is active.,discourse.png,discourse_word_en.mp3,discourse_meaning_ko.mp3,discourse_example_en.mp3,discourse_example_ko.mp3,고급,4
discretion,재량,,선생님은 학생들에게 주제를 고를 재량을 주었다.,The teacher gave the students discretion to choose their topics.,discretion.png,discretion_word_en.mp3,discretion_meaning_ko.mp3,discretion_example_en.mp3,discretion_example_ko.mp3,고급,4
discrimination,차별,,그 회사는 성별 차별을 금지한다.,The company prohibits gender discrimination.,discrimination.png,discrimination_word_en.mp3,discrimination_meaning_ko.mp3,discrimination_example_en.mp3,discrimination_example_ko.mp3,고급,4
dismissal,해고,,그 직원은 갑작스러운 해고 소식을 들었다.,The employee heard the news of his sudden dismissal.,dismissal.png,dismissal_word_en.mp3,dismissal_meaning_ko.mp3,dismissal_example_en.mp3,dismissal_example_ko.mp3,고급,4
displace,대체하다,,새로운 기술이 오래된 방식을 대체했다.,New technology displaced the old method.,displace.png,displace_word_en.mp3,displace_meaning_ko.mp3,displace_example_en.mp3,displace_example_ko.mp3,고급,4
disposal,처분,,쓰레기의 안전한 처분이 중요하다.,Safe disposal of waste is important.,disposal.png,disposal_word_en.mp3,disposal_meaning_ko.mp3,disposal_example_en.mp3,disposal_example_ko.mp3,고급,4
dispose,처분하다,,우리는 오래된 가구를 처분했다.,We disposed of the old furniture.,dispose.png,dispose_word_en.mp3,dispose_meaning_ko.mp3,dispose_example_en.mp3,dispose_example_ko.mp3,고급,4
dispute,분쟁,,두 회사 사이에 계약 분쟁이 생겼다.,A contract dispute arose between the two companies.,dispute.png,dispute_word_en.mp3,dispute_meaning_ko.mp3,dispute_example_en.mp3,dispute_example_ko.mp3,고급,4
disrupt,방해하다,,큰 소음이 수업을 방해했다.,The loud noise disrupted the class.,disrupt.png,disrupt_word_en.mp3,disrupt_meaning_ko.mp3,disrupt_example_en.mp3,disrupt_example_ko.mp3,고급,4
disruption,혼란,,갑작스러운 정전으로 큰 혼란이 일어났다.,A sudden power outage caused great disruption.,disruption.png,disruption_word_en.mp3,disruption_meaning_ko.mp3,disruption_example_en.mp3,disruption_example_ko.mp3,고급,4
dissolve,녹다,,설탕이 따뜻한 물에 빨리 녹았다.,The sugar dissolved quickly in warm water.,dissolve.png,dissolve_word_en.mp3,dissolve_meaning_ko.mp3,dissolve_example_en.mp3,dissolve_example_ko.mp3,고급,4
distinction,차이,,두 단어의 차이를 이해하기 어렵다.,It is difficult to understand the distinction between the two words.,distinction.png,distinction_word_en.mp3,distinction_meaning_ko.mp3,distinction_example_en.mp3,distinction_example_ko.mp3,고급,4
distinctive,독특한,,그 가수는 독특한 목소리를 가지고 있다.,The singer has a distinctive voice.,distinctive.png,distinctive_word_en.mp3,distinctive_meaning_ko.mp3,distinctive_example_en.mp3,distinctive_example_ko.mp3,고급,4
distort,왜곡하다,,그 신문은 사실을 왜곡했다.,The newspaper distorted the facts.,distort.png,distort_word_en.mp3,distort_meaning_ko.mp3,distort_example_en.mp3,distort_example_ko.mp3,고급,4
distress,고통,,그는 친구의 죽음으로 큰 고통을 느꼈다.,He felt great distress because of his friend's death.,distress.png,distress_word_en.mp3,distress_meaning_ko.mp3,distress_example_en.mp3,distress_example_ko.mp3,고급,4
disturbing,충격적인,,그 뉴스는 매우 충격적인 내용이었다.,The news had very disturbing content.,disturbing.png,disturbing_word_en.mp3,disturbing_meaning_ko.mp3,disturbing_example_en.mp3,disturbing_example_ko.mp3,고급,4
divert,우회시키다,,경찰은 사고 때문에 차들을 다른 길로 우회시켰다.,The police diverted the cars to another road because of the accident.,divert.png,divert_word_en.mp3,divert_meaning_ko.mp3,divert_example_en.mp3,divert_example_ko.mp3,고급,4
divine,신성한,,사람들은 그곳을 신성한 장소로 여겼다.,People considered that place a divine place.,divine.png,divine_word_en.mp3,divine_meaning_ko.mp3,divine_example_en.mp3,divine_example_ko.mp3,고급,4
doctrine,교리,,그 종교의 교리는 평화를 강조한다.,The doctrine of that religion emphasizes peace.,doctrine.png,doctrine_word_en.mp3,doctrine_meaning_ko.mp3,doctrine_example_en.mp3,doctrine_example_ko.mp3,고급,4
documentation,문서,,회의 전에 관련 문서를 모두 읽었다.,I read all the related documentation before the meeting.,documentation.png,documentation_word_en.mp3,documentation_meaning_ko.mp3,documentation_example_en.mp3,documentation_example_ko.mp3,고급,4
domain,영역,,인공지능은 빠르게 성장하는 연구 영역이다.,Artificial intelligence is a rapidly growing research domain.,domain.png,domain_word_en.mp3,domain_meaning_ko.mp3,domain_example_en.mp3,domain_example_ko.mp3,고급,4
dominance,지배,,그 제국의 지배는 오랫동안 계속되었다.,The empire's dominance continued for a long time.,dominance.png,dominance_word_en.mp3,dominance_meaning_ko.mp3,dominance_example_en.mp3,dominance_example_ko.mp3,고급,4
donor,기부자,,많은 기부자가 병원 건립을 도왔다.,Many donors helped build the hospital.,donor.png,donor_word_en.mp3,donor_meaning_ko.mp3,donor_example_en.mp3,donor_example_ko.mp3,고급,4
dose,복용량,,약의 복용량을 꼭 지켜야 한다.,You must follow the dose of the medicine.,dose.png,dose_word_en.mp3,dose_meaning_ko.mp3,dose_example_en.mp3,dose_example_ko.mp3,고급,4
drain,물을 빼다,,청소하기 전에 수영장의 물을 뺐다.,We drained the water from the pool before cleaning it.,drain.png,drain_word_en.mp3,drain_meaning_ko.mp3,drain_example_en.mp3,drain_example_ko.mp3,고급,4
drift,떠다니다,,작은 배가 강 위에 떠다녔다.,A small boat drifted on the river.,drift.png,drift_word_en.mp3,drift_meaning_ko.mp3,drift_example_en.mp3,drift_example_ko.mp3,고급,4
drown,익사하다,,그는 깊은 물에서 익사할 뻔했다.,He almost drowned in deep water.,drown.png,drown_word_en.mp3,drown_meaning_ko.mp3,drown_example_en.mp3,drown_example_ko.mp3,위기탈출,3
dual,이중의,,이 가방은 이중의 기능을 가지고 있다.,This bag has a dual function.,dual.png,dual_word_en.mp3,dual_meaning_ko.mp3,dual_example_en.mp3,dual_example_ko.mp3,고급,4
dub,더빙하다,,그 영화는 한국어로 더빙되었다.,The movie was dubbed in Korean.,dub.png,dub_word_en.mp3,dub_meaning_ko.mp3,dub_example_en.mp3,dub_example_ko.mp3,고급,4
dumb,어리석은,,그런 어리석은 결정을 하지 마세요.,Do not make such a dumb decision.,dumb.png,dumb_word_en.mp3,dumb_meaning_ko.mp3,dumb_example_en.mp3,dumb_example_ko.mp3,고급,4
duo,2인조,,그 2인조는 무대에서 멋진 노래를 불렀다.,The duo sang a wonderful song on stage.,duo.png,duo_word_en.mp3,duo_meaning_ko.mp3,duo_example_en.mp3,duo_example_ko.mp3,고급,4
eager,열렬한,,아이들은 여행을 가고 싶어 열렬한 기대를 보였다.,The children showed eager excitement about going on a trip.,eager.png,eager_word_en.mp3,eager_meaning_ko.mp3,eager_example_en.mp3,eager_example_ko.mp3,고급,4
earnings,소득,,그는 매달 소득의 일부를 저축한다.,He saves part of his earnings every month.,earnings.png,earnings_word_en.mp3,earnings_meaning_ko.mp3,earnings_example_en.mp3,earnings_example_ko.mp3,비즈니스,3
ease,쉬움,,이 앱은 사용의 쉬움 때문에 인기가 많다.,This app is popular because of its ease of use.,ease.png,ease_word_en.mp3,ease_meaning_ko.mp3,ease_example_en.mp3,ease_example_ko.mp3,고급,4
echo,메아리,,산에서 내 목소리의 메아리가 들렸다.,I heard the echo of my voice in the mountains.,echo.png,echo_word_en.mp3,echo_meaning_ko.mp3,echo_example_en.mp3,echo_example_ko.mp3,고급,4
ecological,생태학적인,,그 연구는 생태학적인 변화를 다룬다.,The study deals with ecological changes.,ecological.png,ecological_word_en.mp3,ecological_meaning_ko.mp3,ecological_example_en.mp3,ecological_example_ko.mp3,고급,4
educator,교육자,,그는 아이들의 성장을 돕는 훌륭한 교육자입니다.,He is a great educator who helps children grow.,educator.png,educator_word_en.mp3,educator_meaning_ko.mp3,educator_example_en.mp3,educator_example_ko.mp3,고급,4
effectiveness,유효성,,이 약의 유효성은 여러 연구에서 확인되었습니다.,The effectiveness of this medicine was confirmed in several studies.,effectiveness.png,effectiveness_word_en.mp3,effectiveness_meaning_ko.mp3,effectiveness_example_en.mp3,effectiveness_example_ko.mp3,고급,4
efficiency,효율,,새 기계는 일의 효율을 크게 높였습니다.,The new machine greatly increased work efficiency.,efficiency.png,efficiency_word_en.mp3,efficiency_meaning_ko.mp3,efficiency_example_en.mp3,efficiency_example_ko.mp3,고급,4
ego,자아,,그는 여행을 통해 자신의 자아를 더 잘 이해하게 되었습니다.,He came to understand his ego better through travel.,ego.png,ego_word_en.mp3,ego_meaning_ko.mp3,ego_example_en.mp3,ego_example_ko.mp3,고급,4
elaborate,정교한,,그 장인은 정교한 무늬를 나무에 새겼습니다.,The craftsman carved an elaborate pattern into the wood.,elaborate.png,elaborate_word_en.mp3,elaborate_meaning_ko.mp3,elaborate_example_en.mp3,elaborate_example_ko.mp3,고급,4
electoral,선거의,,선거의 결과는 내일 발표될 예정입니다.,The electoral results are scheduled to be announced tomorrow.,electoral.png,electoral_word_en.mp3,electoral_meaning_ko.mp3,electoral_example_en.mp3,electoral_example_ko.mp3,고급,4
elevate,높이다,,운동은 기분을 높이는 데 도움이 됩니다.,Exercise helps elevate your mood.,elevate.png,elevate_word_en.mp3,elevate_meaning_ko.mp3,elevate_example_en.mp3,elevate_example_ko.mp3,고급,4
eligible,자격이 있는,,만 18세 이상이면 투표할 자격이 있습니다.,"If you are 18 or older, you are eligible to vote.",eligible.png,eligible_word_en.mp3,eligible_meaning_ko.mp3,eligible_example_en.mp3,eligible_example_ko.mp3,고급,4
elite,엘리트,,그 학교는 많은 엘리트 인재를 배출했습니다.,That school produced many elite talents.,elite.png,elite_word_en.mp3,elite_meaning_ko.mp3,elite_example_en.mp3,elite_example_ko.mp3,고급,4
embark,시작하다,,우리는 다음 달에 새로운 프로젝트를 시작할 것입니다.,We will embark on a new project next month.,embark.png,embark_word_en.mp3,embark_meaning_ko.mp3,embark_example_en.mp3,embark_example_ko.mp3,고급,4
embarrassment,당황스러움,,그는 이름을 잘못 불러서 큰 당황스러움을 느꼈습니다.,He felt great embarrassment because he called the wrong name.,embarrassment.png,embarrassment_word_en.mp3,embarrassment_meaning_ko.mp3,embarrassment_example_en.mp3,embarrassment_example_ko.mp3,고급,4
embassy,대사관,,여권을 잃어버려서 대사관에 갔습니다.,I went to the embassy because I lost my passport.,embassy.png,embassy_word_en.mp3,embassy_meaning_ko.mp3,embassy_example_en.mp3,embassy_example_ko.mp3,여행,2
embed,삽입하다,,그는 발표 자료에 짧은 영상을 삽입했습니다.,He embedded a short video in the presentation materials.,embed.png,embed_word_en.mp3,embed_meaning_ko.mp3,embed_example_en.mp3,embed_example_ko.mp3,고급,4
embody,구체화하다,,그 조각상은 자유의 정신을 구체화합니다.,The statue embodies the spirit of freedom.,embody.png,embody_word_en.mp3,embody_meaning_ko.mp3,embody_example_en.mp3,embody_example_ko.mp3,고급,4
emergence,출현,,인터넷의 출현은 사람들의 생활을 크게 바꾸었습니다.,The emergence of the Internet greatly changed people's lives.,emergence.png,emergence_word_en.mp3,emergence_meaning_ko.mp3,emergence_example_en.mp3,emergence_example_ko.mp3,고급,4
empirical,경험적인,,그 주장은 경험적인 자료에 근거하고 있습니다.,The claim is based on empirical data.,empirical.png,empirical_word_en.mp3,empirical_meaning_ko.mp3,empirical_example_en.mp3,empirical_example_ko.mp3,고급,4
empower,권한을 부여하다,,회사는 직원들에게 결정을 내릴 권한을 부여했습니다.,The company empowered employees to make decisions.,empower.png,empower_word_en.mp3,empower_meaning_ko.mp3,empower_example_en.mp3,empower_example_ko.mp3,고급,4
enact,제정하다,,정부는 새로운 환경법을 제정했습니다.,The government enacted a new environmental law.,enact.png,enact_word_en.mp3,enact_meaning_ko.mp3,enact_example_en.mp3,enact_example_ko.mp3,고급,4
encompass,포함하다,,이 과정은 문법과 회화를 모두 포함합니다.,This course encompasses both grammar and conversation.,encompass.png,encompass_word_en.mp3,encompass_meaning_ko.mp3,encompass_example_en.mp3,encompass_example_ko.mp3,고급,4
encouragement,격려,,친구의 격려 덕분에 저는 포기하지 않았습니다.,"Thanks to my friend's encouragement, I did not give up.",encouragement.png,encouragement_word_en.mp3,encouragement_meaning_ko.mp3,encouragement_example_en.mp3,encouragement_example_ko.mp3,고급,4
encouraging,고무적인,,시험 결과는 매우 고무적인 신호였습니다.,The test results were a very encouraging sign.,encouraging.png,encouraging_word_en.mp3,encouraging_meaning_ko.mp3,encouraging_example_en.mp3,encouraging_example_ko.mp3,고급,4
endeavour,노력,,그의 노력은 마침내 좋은 결과를 가져왔습니다.,His endeavour finally brought good results.,endeavour.png,endeavour_word_en.mp3,endeavour_meaning_ko.mp3,endeavour_example_en.mp3,endeavour_example_ko.mp3,고급,4
endless,끝없는,,끝없는 연습 끝에 그는 피아노를 잘 치게 되었습니다.,"After endless practice, he became good at playing the piano.",endless.png,endless_word_en.mp3,endless_meaning_ko.mp3,endless_example_en.mp3,endless_example_ko.mp3,고급,4
endorse,지지하다,,많은 시민들이 그 후보를 지지했습니다.,Many citizens endorsed the candidate.,endorse.png,endorse_word_en.mp3,endorse_meaning_ko.mp3,endorse_example_en.mp3,endorse_example_ko.mp3,고급,4
endorsement,승인,,이 계획은 시장의 승인을 받았습니다.,This plan received the mayor's endorsement.,endorsement.png,endorsement_word_en.mp3,endorsement_meaning_ko.mp3,endorsement_example_en.mp3,endorsement_example_ko.mp3,고급,4
endure,견디다,,그는 긴 훈련을 끝까지 견뎠습니다.,He endured the long training until the end.,endure.png,endure_word_en.mp3,endure_meaning_ko.mp3,endure_example_en.mp3,endure_example_ko.mp3,고급,4
enforce,시행하다,,경찰은 교통 법규를 엄격히 시행합니다.,The police strictly enforce traffic laws.,enforce.png,enforce_word_en.mp3,enforce_meaning_ko.mp3,enforce_example_en.mp3,enforce_example_ko.mp3,고급,4
enforcement,시행,,새 규칙의 시행은 다음 주부터 시작됩니다.,Enforcement of the new rule will begin next week.,enforcement.png,enforcement_word_en.mp3,enforcement_meaning_ko.mp3,enforcement_example_en.mp3,enforcement_example_ko.mp3,고급,4
engagement,약혼,,두 사람은 가족들 앞에서 약혼을 발표했습니다.,The two announced their engagement in front of their families.,engagement.png,engagement_word_en.mp3,engagement_meaning_ko.mp3,engagement_example_en.mp3,engagement_example_ko.mp3,고급,4
engaging,매력적인,,그 강사의 이야기는 매우 매력적이었습니다.,The instructor's story was very engaging.,engaging.png,engaging_word_en.mp3,engaging_meaning_ko.mp3,engaging_example_en.mp3,engaging_example_ko.mp3,고급,4
enquire,문의하다,,예약 가능 여부를 문의하려고 호텔에 전화했습니다.,I called the hotel to enquire about room availability.,enquire.png,enquire_word_en.mp3,enquire_meaning_ko.mp3,enquire_example_en.mp3,enquire_example_ko.mp3,고급,4
enrich,풍부하게 하다,,독서는 우리의 지식을 풍부하게 합니다.,Reading enriches our knowledge.,enrich.png,enrich_word_en.mp3,enrich_meaning_ko.mp3,enrich_example_en.mp3,enrich_example_ko.mp3,고급,4
enrol,등록하다,,저는 한국어 수업에 등록했습니다.,I enrolled in a Korean class.,enrol.png,enrol_word_en.mp3,enrol_meaning_ko.mp3,enrol_example_en.mp3,enrol_example_ko.mp3,고급,4
ensue,뒤따르다,,갑작스러운 발표 후에 혼란이 뒤따랐습니다.,Confusion ensued after the sudden announcement.,ensue.png,ensue_word_en.mp3,ensue_meaning_ko.mp3,ensue_example_en.mp3,ensue_example_ko.mp3,고급,4
enterprise,사업,,그는 작은 사업을 시작해 크게 성공했습니다.,He started a small enterprise and became very successful.,enterprise.png,enterprise_word_en.mp3,enterprise_meaning_ko.mp3,enterprise_example_en.mp3,enterprise_example_ko.mp3,비즈니스,3
enthusiast,애호가,,민수는 오래된 카메라 애호가입니다.,Minsu is an enthusiast of old cameras.,enthusiast.png,enthusiast_word_en.mp3,enthusiast_meaning_ko.mp3,enthusiast_example_en.mp3,enthusiast_example_ko.mp3,고급,4
entitle,자격을 주다,,이 티켓은 당신에게 무료 음료를 받을 자격을 줍니다.,This ticket entitles you to receive a free drink.,entitle.png,entitle_word_en.mp3,entitle_meaning_ko.mp3,entitle_example_en.mp3,entitle_example_ko.mp3,고급,4
entity,독립체,,그 회사는 본사와 별개의 독립체로 운영됩니다.,That company operates as an entity separate from the headquarters.,entity.png,entity_word_en.mp3,entity_meaning_ko.mp3,entity_example_en.mp3,entity_example_ko.mp3,고급,4
epidemic,유행병,,그 유행병은 여러 나라로 빠르게 퍼졌습니다.,The epidemic spread quickly to several countries.,epidemic.png,epidemic_word_en.mp3,epidemic_meaning_ko.mp3,epidemic_example_en.mp3,epidemic_example_ko.mp3,위기탈출,3
equality,평등,,우리는 모든 사람의 평등을 존중해야 합니다.,We must respect the equality of all people.,equality.png,equality_word_en.mp3,equality_meaning_ko.mp3,equality_example_en.mp3,equality_example_ko.mp3,고급,4
equation,방정식,,학생들은 수학 시간에 방정식을 풀었습니다.,The students solved equations in math class.,equation.png,equation_word_en.mp3,equation_meaning_ko.mp3,equation_example_en.mp3,equation_example_ko.mp3,고급,4
erect,세우다,,마을 사람들은 광장에 기념비를 세웠습니다.,The villagers erected a monument in the square.,erect.png,erect_word_en.mp3,erect_meaning_ko.mp3,erect_example_en.mp3,erect_example_ko.mp3,고급,4
escalate,확대되다,,작은 말다툼이 큰 싸움으로 확대되었습니다.,A small argument escalated into a big fight.,escalate.png,escalate_word_en.mp3,escalate_meaning_ko.mp3,escalate_example_en.mp3,escalate_example_ko.mp3,고급,4
essence,본질,,이 책의 본질은 사랑과 용서에 관한 것입니다.,The essence of this book is about love and forgiveness.,essence.png,essence_word_en.mp3,essence_meaning_ko.mp3,essence_example_en.mp3,essence_example_ko.mp3,고급,4
establishment,설립,,학교의 설립은 지역 사회에 큰 도움이 되었습니다.,The establishment of the school greatly helped the local community.,establishment.png,establishment_word_en.mp3,establishment_meaning_ko.mp3,establishment_example_en.mp3,establishment_example_ko.mp3,고급,4
eternal,영원한,,그들은 영원한 사랑을 약속했습니다.,They promised eternal love.,eternal.png,eternal_word_en.mp3,eternal_meaning_ko.mp3,eternal_example_en.mp3,eternal_example_ko.mp3,고급,4
